epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7095152735710144,0.5575590133666992,0.6911861896514893,0.752525269985199,0.8140703439712524,0.4064111113548279,0.7852760553359985,0.8619528412818909
1,0.8660682439804077,0.3146463632583618,0.8584572076797485,0.8751803636550903,0.8224455714225769,0.36337700486183167,0.7902735471725464,0.875420868396759
2,0.8463195562362671,0.33456701040267944,0.8317174315452576,0.8665223717689514,0.8274706602096558,0.36551186442375183,0.8674242496490479,0.7710437774658203
3,0.8825852870941162,0.2631222605705261,0.8695045113563538,0.8989899158477783,0.8358458876609802,0.34124675393104553,0.8305647969245911,0.8417508602142334
4,0.9041292667388916,0.22233575582504272,0.889895498752594,0.9213564395904541,0.8442211151123047,0.34940922260284424,0.8333333134651184,0.8585858345031738
5,0.9174147248268127,0.19284097850322723,0.9041957855224609,0.9329004287719727,0.8274706602096558,0.4704172611236572,0.9008264541625977,0.7340067625045776
6,0.9271095395088196,0.1755305826663971,0.9174311757087708,0.9379509091377258,0.8458961248397827,0.35573720932006836,0.8274760246276855,0.872053861618042
7,0.9511669874191284,0.11769752204418182,0.9451566934585571,0.957431435585022,0.8542713522911072,0.46358031034469604,0.8453947305679321,0.8653198480606079
8,0.9612208008766174,0.0996546819806099,0.954480767250061,0.9682539701461792,0.8458961248397827,0.5051971673965454,0.849829375743866,0.8383838534355164
9,0.958348274230957,0.10088646411895752,0.9465541243553162,0.9711399674415588,0.8341708779335022,0.5184909701347351,0.8639705777168274,0.7912458181381226
