epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5886144042015076,0.6713746786117554,0.576059877872467,0.6633166074752808,0.7078464031219482,0.6100115776062012,0.6856287717819214,0.7658863067626953
1,0.7235947251319885,0.5824342966079712,0.7033398747444153,0.7709978222846985,0.7729549407958984,0.5373279452323914,0.762057900428772,0.7926421165466309
2,0.7783744931221008,0.5270885825157166,0.7752489447593689,0.7824838757514954,0.7946577668190002,0.49162498116493225,0.7767295837402344,0.8260869383811951
3,0.8002148270606995,0.4924582540988922,0.7909407615661621,0.8147882223129272,0.8030049800872803,0.4610353708267212,0.7784615159034729,0.8461538553237915
4,0.8109559416770935,0.46731656789779663,0.7997227907180786,0.8284278512001038,0.816360592842102,0.4391546845436096,0.8078175783157349,0.829431414604187
5,0.8184747695922852,0.4492355287075043,0.8106591701507568,0.8298636078834534,0.8313856720924377,0.42325523495674133,0.8367347121238708,0.8227424621582031
6,0.8213390707969666,0.4345068037509918,0.8147887587547302,0.8305814862251282,0.8297162055969238,0.41021278500556946,0.8361774682998657,0.8193979859352112
7,0.824203372001648,0.42326000332832336,0.8189533352851868,0.831299364566803,0.8347245454788208,0.4002273380756378,0.8424657583236694,0.8227424621582031
8,0.8310061097145081,0.4146565794944763,0.8268275260925293,0.8363244533538818,0.8347245454788208,0.3913241922855377,0.8401360511779785,0.8260869383811951
9,0.8302900195121765,0.40573248267173767,0.8251945972442627,0.8370423316955566,0.8363940119743347,0.3838382661342621,0.8406779766082764,0.829431414604187
10,0.8335123658180237,0.3982284963130951,0.8319027423858643,0.834888756275177,0.8397328853607178,0.37696969509124756,0.8349835276603699,0.8461538553237915
11,0.840315043926239,0.39110973477363586,0.8404026031494141,0.839195966720581,0.8380634188652039,0.37147143483161926,0.8322368264198303,0.8461538553237915
12,0.8417472243309021,0.3860491216182709,0.8413496017456055,0.8413496017456055,0.8447412252426147,0.3671247363090515,0.8280254602432251,0.8695651888847351
13,0.8421052694320679,0.38038262724876404,0.8385490775108337,0.8463747501373291,0.8464106917381287,0.3628651797771454,0.837133526802063,0.8595317602157593
14,0.843895435333252,0.3759772479534149,0.8439971208572388,0.8427853584289551,0.8380634188652039,0.35981887578964233,0.8412162065505981,0.832775890827179
15,0.8506981730461121,0.37087294459342957,0.8505747318267822,0.8499640822410583,0.8464106917381287,0.35624203085899353,0.8484848737716675,0.8428093791007996
16,0.849265992641449,0.367010235786438,0.8496403098106384,0.8478105068206787,0.8430717587471008,0.35382160544395447,0.849829375743866,0.832775890827179
17,0.848908007144928,0.3640943169593811,0.8480286598205566,0.8492462038993835,0.8480801582336426,0.3506430387496948,0.8513513803482056,0.8428093791007996
18,0.8517723083496094,0.359485000371933,0.8524118065834045,0.8499640822410583,0.8480801582336426,0.3474714457988739,0.8421052694320679,0.8561872839927673
19,0.8528463840484619,0.3561142086982727,0.8517192006111145,0.8535534739494324,0.8480801582336426,0.34527507424354553,0.8489933013916016,0.8461538553237915
20,0.8510562181472778,0.35302868485450745,0.8516918420791626,0.8492462038993835,0.8447412252426147,0.3428678512573242,0.8410596251487732,0.8494983315467834
21,0.8560687303543091,0.3488946259021759,0.8557071089744568,0.8557071089744568,0.8380634188652039,0.3409866690635681,0.8258064389228821,0.8561872839927673
22,0.8553526401519775,0.3471663296222687,0.8519573211669922,0.8592965006828308,0.8480801582336426,0.339409738779068,0.846666693687439,0.8494983315467834
23,0.8567848205566406,0.344034880399704,0.8508833646774292,0.8643215894699097,0.8447412252426147,0.3378571569919586,0.8503401279449463,0.8361204266548157
24,0.8549946546554565,0.34119030833244324,0.8553956747055054,0.8535534739494324,0.8397328853607178,0.3358551859855652,0.8306189179420471,0.8528428077697754
25,0.8603652119636536,0.3379085958003998,0.8600143790245056,0.8600143790245056,0.8414023518562317,0.3343208432197571,0.8355262875556946,0.8494983315467834
26,0.8560687303543091,0.33630847930908203,0.8546886444091797,0.8571428656578064,0.8380634188652039,0.3331511616706848,0.8258064389228821,0.8561872839927673
27,0.8592910766601562,0.33343181014060974,0.8521126508712769,0.8686288595199585,0.8430717587471008,0.33169272541999817,0.8382838368415833,0.8494983315467834
28,0.859649121761322,0.33159759640693665,0.8557214140892029,0.8643215894699097,0.8464106917381287,0.3309536278247833,0.8532423377037048,0.8361204266548157
29,0.8625134229660034,0.32854029536247253,0.8585643172264099,0.8671931028366089,0.8430717587471008,0.3294501006603241,0.8451178669929504,0.8394649028778076
