epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.6329787373542786,0.6144891381263733,0.6313912272453308,0.6306413412094116,0.7257525324821472,0.5121024250984192,0.6892655491828918,0.818791925907135
1,0.7801418304443359,0.4806332290172577,0.7628635168075562,0.8099762201309204,0.7491638660430908,0.4938300848007202,0.7534246444702148,0.7382550239562988
2,0.8291962146759033,0.38212841749191284,0.8159999847412109,0.8479809761047363,0.7692307829856873,0.48186174035072327,0.7739726305007935,0.7583892345428467
3,0.8989361524581909,0.2385435700416565,0.8773903250694275,0.9263657927513123,0.785953164100647,0.5205438137054443,0.7891156673431396,0.7785235047340393
4,0.9255319237709045,0.1806383579969406,0.9143518805503845,0.9382422566413879,0.7558528184890747,0.5646780729293823,0.7467532753944397,0.7718120813369751
5,0.9473995566368103,0.13080614805221558,0.9424206614494324,0.9524940848350525,0.7926421165466309,0.5815298557281494,0.7735849022865295,0.8255033493041992
6,0.9302600622177124,0.17545415461063385,0.918013870716095,0.9441805481910706,0.7759197354316711,0.573638916015625,0.7847222089767456,0.7583892345428467
7,0.9562647938728333,0.12020251899957657,0.9485981464385986,0.9643705487251282,0.8127090334892273,0.6925498247146606,0.807947039604187,0.818791925907135
8,0.9674940705299377,0.09077118337154388,0.9634864330291748,0.9714964628219604,0.8026756048202515,0.772375226020813,0.7884615659713745,0.8255033493041992
9,0.9716312289237976,0.0700167790055275,0.9737470149993896,0.9691211581230164,0.7892976403236389,0.8724686503410339,0.7986111044883728,0.7718120813369751
