epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
1,0.8693161606788635,0.31242460012435913,0.8604488372802734,0.8808327317237854,0.8380634188652039,0.32533395290374756,0.7970588207244873,0.9063544869422913
2,0.849265992641449,0.3218488097190857,0.8365650773048401,0.8671931028366089,0.8747913241386414,0.30692237615585327,0.8971630930900574,0.8461538553237915
3,0.878983199596405,0.27506113052368164,0.8727915287017822,0.8865757584571838,0.8614357113838196,0.2972624897956848,0.8483871221542358,0.8795986771583557
4,0.8936627507209778,0.24192510545253754,0.8795014023780823,0.9117013812065125,0.8697829842567444,0.2912777364253998,0.8338368535041809,0.9230769276618958
5,0.9140709042549133,0.1996728777885437,0.9034289717674255,0.9267767667770386,0.8564273715019226,0.3689757287502289,0.8141592741012573,0.9230769276618958
6,0.9237379431724548,0.17693443596363068,0.9137447476387024,0.9353912472724915,0.8697829842567444,0.3240272104740143,0.8771331310272217,0.8595317602157593
7,0.9280343651771545,0.16772297024726868,0.9156206250190735,0.9425699710845947,0.8764607906341553,0.34253495931625366,0.9151291251182556,0.829431414604187
8,0.9645542502403259,0.09044794738292694,0.9621428847312927,0.9669777750968933,0.8714523911476135,0.3890311121940613,0.8404908180236816,0.9163879752159119
9,0.9606158137321472,0.09247017651796341,0.9527170062065125,0.969131350517273,0.8697829842567444,0.4084795415401459,0.9018181562423706,0.829431414604187
10,0.9645542502403259,0.09244594722986221,0.9647988677024841,0.9641062617301941,0.8797996640205383,0.33728909492492676,0.8580441474914551,0.909699022769928
11,0.9674185514450073,0.08232669532299042,0.9656652212142944,0.969131350517273,0.8814691305160522,0.42809247970581055,0.8475610017776489,0.9297658801078796
12,0.9656283855438232,0.08568312972784042,0.9642090201377869,0.9669777750968933,0.8647746443748474,0.4497534930706024,0.824404776096344,0.9264214038848877
13,0.9738632440567017,0.06723476201295853,0.9748201370239258,0.972720742225647,0.8764607906341553,0.4511699378490448,0.8947368264198303,0.8528428077697754
14,0.985678493976593,0.04193347692489624,0.9870410561561584,0.9842067360877991,0.8747913241386414,0.5337686538696289,0.8566879034042358,0.8996655344963074
15,0.9792338013648987,0.048889465630054474,0.9771265387535095,0.9813352227210999,0.8781301975250244,0.49812570214271545,0.8668830990791321,0.8929765820503235
16,0.9828141927719116,0.04372312128543854,0.9820788502693176,0.9834888577461243,0.8697829842567444,0.5980563759803772,0.9018181562423706,0.829431414604187
