node_id,split,dataset,label,relative_path,sha256,highest_evidence,probable_neighbors,possible_neighbors,cross_label_neighbors,has_train_neighbor
test|RLVS|NonViolence/NV_103.mp4,test,RLVS,0,NonViolence/NV_103.mp4,fe91c812adf91eb8ee366f347ec096f737b9ec39711a45041c0961b89fa7ccbf,probable_near_duplicate,4,0,0,1
test|RLVS|NonViolence/NV_154.mp4,test,RLVS,0,NonViolence/NV_154.mp4,92fec964d679af176979200107652940b09b4824227ee510d98dd938b871468c,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_158.mp4,test,RLVS,0,NonViolence/NV_158.mp4,ade2b4e8806af6d76e7fe1c7843f5f0441a5e6bf0a6499f1dcfe3dd3eaf28d35,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_189.mp4,test,RLVS,0,NonViolence/NV_189.mp4,5962b889b9357f871f6f0dfff4a7a9899076a770cc1d111ffebc6e4764378643,probable_near_duplicate,3,1,0,1
test|RLVS|NonViolence/NV_191.mp4,test,RLVS,0,NonViolence/NV_191.mp4,fe4a912045c676b97ff55058d124eed297a2537f0b7e39ca9ef8c529847f5ddd,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_215.mp4,test,RLVS,0,NonViolence/NV_215.mp4,641bb3591fe7cd5552cff81770d76d601c4adeb211f6434dd2e7142ca10fed6f,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_228.mp4,test,RLVS,0,NonViolence/NV_228.mp4,fa128d7fca7ac90832da2e9d0a9968d9b4285b5224b1dfa49ae4951efc975c57,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_235.mp4,test,RLVS,0,NonViolence/NV_235.mp4,88af8eab69be48103ac2f11ff50e69456629f228a38c5abdd7937a76d7b17dd4,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_248.mp4,test,RLVS,0,NonViolence/NV_248.mp4,1e097ff193cdb91e016243b778ea414511c82a2555001d1628d85ba7baec43d3,probable_near_duplicate,2,1,0,1
test|RLVS|NonViolence/NV_259.mp4,test,RLVS,0,NonViolence/NV_259.mp4,06b4b428a105f87af4f651b637528c11067bc958d22ae44508778063249fdbf7,possible_near_duplicate,0,2,0,1
test|RLVS|NonViolence/NV_263.mp4,test,RLVS,0,NonViolence/NV_263.mp4,eca23ccce1abcda3fd74a0dff40997500502aaacf30149947f6917e72106f314,probable_near_duplicate,1,1,0,1
test|RLVS|NonViolence/NV_279.mp4,test,RLVS,0,NonViolence/NV_279.mp4,f1bcd0ba758ae5705dc03b6be843b63566a216d27f702e7158e4472ffb3c88c2,probable_near_duplicate,1,1,0,1
test|RLVS|NonViolence/NV_366.mp4,test,RLVS,0,NonViolence/NV_366.mp4,e6df26cc20e60c089048e7156246ac98d21686b5ab3793940f7dbd2ca7d8e6a2,probable_near_duplicate,1,1,0,1
test|RLVS|NonViolence/NV_374.mp4,test,RLVS,0,NonViolence/NV_374.mp4,f3f9292203ffec607ee0a86074af5113032e774adfdeae2a00249320bf5ed431,probable_near_duplicate,2,3,0,1
test|RLVS|NonViolence/NV_375.mp4,test,RLVS,0,NonViolence/NV_375.mp4,39f6441e3715ed327046edb043fb3939e42c8f3e6b1ae6e274d75bf8a1a35dab,probable_near_duplicate,5,3,0,1
test|RLVS|NonViolence/NV_379.mp4,test,RLVS,0,NonViolence/NV_379.mp4,21a9664c47a43823975e914fe1aeba86378fd5782a45754c42ff8dac369d5bc8,probable_near_duplicate,2,1,0,1
test|RLVS|NonViolence/NV_38.mp4,test,RLVS,0,NonViolence/NV_38.mp4,f1b438c78b3f5cecf8d543bef0e62b76e63a83fe1bd795bbf4d9f19893dd9089,probable_near_duplicate,1,2,0,1
test|RLVS|NonViolence/NV_385.mp4,test,RLVS,0,NonViolence/NV_385.mp4,1addf6cfd1e51e909d9ccad200a6cadc6c35da81fca7f9b12a6f715a81e853df,probable_near_duplicate,1,2,0,1
test|RLVS|NonViolence/NV_416.mp4,test,RLVS,0,NonViolence/NV_416.mp4,f45b77d7ac45cab2b6cd4aee5ce1acc4e78741af6d43976335f3e822c275c749,possible_near_duplicate,0,1,0,0
test|RLVS|NonViolence/NV_445.mp4,test,RLVS,0,NonViolence/NV_445.mp4,11abf0015ff8afd04284676c6c9c332e2bc55ca3d54c8204dbf65d961e94cc31,probable_near_duplicate,1,0,0,1
test|RLVS|NonViolence/NV_45.mp4,test,RLVS,0,NonViolence/NV_45.mp4,8590b3d63a8bc6bc74e1ea4e47bded1ea50fcb8430f6248a065648c81f8f0b98,probable_near_duplicate,1,0,0,1
test|RLVS|NonViolence/NV_452.mp4,test,RLVS,0,NonViolence/NV_452.mp4,0004ad382bbad65c6efb5901c4eb629e3b7e9b3b37417cd99e5175774ab0f9f0,possible_near_duplicate,0,1,0,1
test|RLVS|NonViolence/NV_494.mp4,test,RLVS,0,NonViolence/NV_494.mp4,2a62334e6f85d5876184d223e638e765828bac3136a21dbd3c42083cf47bb25d,probable_near_duplicate,1,1,0,1
test|RLVS|NonViolence/NV_506.mp4,test,RLVS,0,NonViolence/NV_506.mp4,307d8d0296b111e1360a0eb0737813b92a29ccca0730fdb060c97782ea4a4a0b,probable_near_duplicate,1,0,0,1
test|RLVS|NonViolence/NV_518.mp4,test,RLVS,0,NonViolence/NV_518.mp4,53ca93e090aa372219028ac80ffea750508474c107f7cc347f05aec2a8753193,possible_near_duplicate,0,2,0,1
test|RLVS|NonViolence/NV_520.mp4,test,RLVS,0,NonViolence/NV_520.mp4,d58df100eebd189b6ce6645ed33d9253a15dc4b4527a1c620c91feb8a12c2d9d,probable_near_duplicate,2,0,0,1
test|RLVS|NonViolence/NV_637.mp4,test,RLVS,0,NonViolence/NV_637.mp4,79f36f46ec35582d7dd379a695754090f96bed156d821eebc2afef3c41aaf3ca,possible_near_duplicate,0,1,0,1
