epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.717175304889679,0.5380567908287048,0.7000672221183777,0.7478448152542114,0.8131313323974609,0.3900602161884308,0.7881619930267334,0.8547297120094299
1,0.830376148223877,0.39038875699043274,0.8186889886856079,0.8433908224105835,0.8434343338012695,0.32743093371391296,0.8349835276603699,0.8547297120094299
2,0.8577004671096802,0.32132431864738464,0.8405498266220093,0.8785919547080994,0.8602693676948547,0.3254393935203552,0.846905529499054,0.8783783912658691
3,0.883605420589447,0.26878514885902405,0.8663911819458008,0.9037356376647949,0.8434343338012695,0.33789747953414917,0.8181818127632141,0.8817567825317383
4,0.893186628818512,0.23992952704429626,0.8817355036735535,0.9051724076271057,0.8636363744735718,0.29328271746635437,0.8307692408561707,0.912162184715271
5,0.9084457159042358,0.2051006555557251,0.893750011920929,0.9245689511299133,0.8636363744735718,0.33128130435943604,0.8571428656578064,0.8716216087341309
6,0.9180269837379456,0.17909404635429382,0.9039666056632996,0.9331896305084229,0.8501683473587036,0.3458358645439148,0.9156626462936401,0.7702702879905701
7,0.9272533655166626,0.1660245656967163,0.917076587677002,0.9375,0.8670033812522888,0.34194833040237427,0.8703071475028992,0.8614864945411682
8,0.9559971690177917,0.11533896625041962,0.9477401375770569,0.9640804529190063,0.8670033812522888,0.39916643500328064,0.8534201979637146,0.8851351141929626
9,0.9559971690177917,0.11008080095052719,0.9471086263656616,0.9647988677024841,0.8703703880310059,0.4024348258972168,0.868686854839325,0.8716216087341309
10,0.9599006175994873,0.09878338873386383,0.9564597010612488,0.9626436829566956,0.8787878751754761,0.40227773785591125,0.8684210777282715,0.8918918967247009
